id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
042-1,2,Derechos fundamentales,3,Derechos fundamentales,42,4,"Quienes integran las comunidades educativas tienen derecho a participar enlas definiciones del proyecto educativo y en las decisiones de cadaestablecimiento, así como en el diseño, la implementación y la evaluación dela política educacional local y nacional. La ley especificará las condiciones,los órganos y los procedimientos que aseguren su participación vinculante."
043-1,2,Derechos fundamentales,3,Derechos fundamentales,43,1,"1. La Constitución reconoce el rol fundamental de las profesoras y losprofesores, valora y fomenta la contribución de educadoras, educadores,asistentes de la educación y educadores tradicionales. En su conjunto, sonagentes claves para la garantía del derecho a la educación."
043-2,2,Derechos fundamentales,3,Derechos fundamentales,43,2,"2. El Estado garantiza el desarrollo del quehacer pedagógico y educativo dequienes trabajen en establecimientos e instituciones que reciban fondospúblicos. Dicha garantía incluye la formación inicial y continua, su ejercicioreflexivo y colaborativo y la investigación pedagógica, en coherencia con losprincipios y fines de la educación. Asimismo, protege la estabilidad en elejercicio de sus funciones asegurando condiciones laborales óptimas yresguardando su autonomía profesional."
043-3,2,Derechos fundamentales,3,Derechos fundamentales,43,3,"3. Las trabajadoras y los trabajadores de educación parvularia, básica y mediaque se desempeñen en establecimientos que reciban recursos del Estadogozarán de los mismos derechos que contemple la ley."
044-1,2,Derechos fundamentales,3,Derechos fundamentales,44,1,"1. Toda persona tiene derecho a la salud y al bienestar integral, incluyendo susdimensiones física y mental."
044-10,2,Derechos fundamentales,3,Derechos fundamentales,44,10,"10. El Sistema Nacional de Salud incorpora acciones de promoción, prevención,diagnóstico, tratamiento, habilitación, rehabilitación e inclusión. La atenciónprimaria constituye la base de este sistema y se promueve la participaciónde las comunidades en las políticas de salud y las condiciones para suejercicio efectivo."
044-11,2,Derechos fundamentales,3,Derechos fundamentales,44,11,11. El Estado generará políticas y programas de salud mental destinados a laatención y prevención con enfoque comunitario y aumentaráprogresivamente su financiamiento.
044-2,2,Derechos fundamentales,3,Derechos fundamentales,44,2,"2. Los pueblos y naciones indígenas tienen derecho a sus propias medicinastradicionales, a mantener sus prácticas de salud y a conservar loscomponentes naturales que las sustentan."
044-3,2,Derechos fundamentales,3,Derechos fundamentales,44,3,"3. El Estado debe proveer las condiciones necesarias para alcanzar el más altonivel posible de la salud, considerando en todas sus decisiones el impactode las determinantes sociales y ambientales sobre la salud de la población."
044-4,2,Derechos fundamentales,3,Derechos fundamentales,44,4,"4. Corresponde exclusivamente al Estado la función de rectoría del sistema desalud, incluyendo la regulación, supervisión y fiscalización de lasinstituciones públicas y privadas."
044-5,2,Derechos fundamentales,3,Derechos fundamentales,44,5,"5. El Sistema Nacional de Salud es de carácter universal, público e integrado. Serige por los principios de equidad, solidaridad, interculturalidad, pertinenciaterritorial, desconcentración, eficacia, calidad, oportunidad, enfoque degénero, progresividad y no discriminación."
044-6,2,Derechos fundamentales,3,Derechos fundamentales,44,6,"6. Asimismo, reconoce, protege e integra las prácticas y conocimientos de lospueblos y naciones indígenas, así como a quienes las imparten, conforme aesta Constitución y la ley."
044-7,2,Derechos fundamentales,3,Derechos fundamentales,44,7,7. El Sistema Nacional de Salud podrá estar integrado por prestadores públicosy privados. La ley determinará los requisitos y procedimientos para queprestadores privados puedan integrarse a este Sistema.
044-8,2,Derechos fundamentales,3,Derechos fundamentales,44,8,8. Es deber del Estado velar por el fortalecimiento y desarrollo de lasinstituciones públicas de salud.
044-9,2,Derechos fundamentales,3,Derechos fundamentales,44,9,"9. El Sistema Nacional de Salud es financiado a través de las rentas generalesde la nación. Adicionalmente, la ley podrá establecer cotizacionesobligatorias a empleadoras, empleadores, trabajadoras y trabajadores con elsolo objeto de aportar solidariamente al financiamiento de este sistema. Laley determinará el órgano público encargado de la administración delconjunto de los fondos de este sistema."
045-1,2,Derechos fundamentales,3,Derechos fundamentales,45,1,"1. Toda persona tiene derecho a la seguridad social, fundada en los principiosde universalidad, solidaridad, integralidad, unidad, igualdad, suficiencia,participación, sostenibilidad y oportunidad."
045-2,2,Derechos fundamentales,3,Derechos fundamentales,45,2,"2. La ley establecerá un sistema de seguridad social público, que otorgueprotección en caso de enfermedad, vejez, discapacidad, supervivencia,maternidad y paternidad, desempleo, accidentes del trabajo y enfermedadesprofesionales, y en las demás contingencias sociales de falta o disminuciónde medios de subsistencia o de capacidad para el trabajo. En particular,asegurará la cobertura de prestaciones a quienes ejerzan trabajosdomésticos y de cuidados."
045-3,2,Derechos fundamentales,3,Derechos fundamentales,45,3,"3. El Estado define la política de seguridad social. Esta se financiará portrabajadoras, trabajadores, empleadoras y empleadores, a través decotizaciones obligatorias y rentas generales de la nación. Los recursos conque se financie la seguridad social no podrán ser destinados a fines distintosque el pago de los beneficios que establezca el sistema."
045-4,2,Derechos fundamentales,3,Derechos fundamentales,45,4,"4. Las organizaciones sindicales y de empleadores tienen derecho a participaren la dirección del sistema de seguridad social, en las formas que señale laley."
046-1,2,Derechos fundamentales,3,Derechos fundamentales,46,1,"1. Toda persona tiene derecho al trabajo y a su libre elección. El Estadogarantiza el trabajo decente y su protección. Este comprende el derecho acondiciones laborales equitativas, a la salud y seguridad en el trabajo, aldescanso, al disfrute del tiempo libre, a la desconexión digital, a la garantíade indemnidad y al pleno respeto de los derechos fundamentales en elcontexto del trabajo."
046-2,2,Derechos fundamentales,3,Derechos fundamentales,46,2,"2. Las trabajadoras y los trabajadores tienen derecho a una remuneraciónequitativa, justa y suficiente, que asegure su sustento y el de sus familias.Además, tienen derecho a igual remuneración por trabajo de igual valor."
046-3,2,Derechos fundamentales,3,Derechos fundamentales,46,3,"3. Se prohíbe cualquier discriminación laboral, el despido arbitrario y todadistinción que no se base en las competencias laborales o idoneidadpersonal."
046-4,2,Derechos fundamentales,3,Derechos fundamentales,46,4,"4. El Estado generará políticas públicas que permitan conciliar la vida laboral,familiar y comunitaria y el trabajo de cuidados."
046-5,2,Derechos fundamentales,3,Derechos fundamentales,46,5,"5. El Estado garantiza el respeto a los derechos reproductivos de las personastrabajadoras, eliminando riesgos que afecten la salud reproductiva yresguardando los derechos de la maternidad y paternidad."
046-6,2,Derechos fundamentales,3,Derechos fundamentales,46,6,"6. En el ámbito rural y agrícola, el Estado garantiza condiciones justas y dignasen el trabajo de temporada, resguardando el ejercicio de los derechoslaborales y de seguridad social."
046-7,2,Derechos fundamentales,3,Derechos fundamentales,46,7,"7. Se reconoce la función social del trabajo. Un órgano autónomo debe fiscalizary asegurar la protección eficaz de trabajadoras, trabajadores yorganizaciones sindicales."
046-8,2,Derechos fundamentales,3,Derechos fundamentales,46,8,"8. Se prohíbe toda forma de precarización laboral, así como el trabajo forzoso,humillante o denigrante."
047-1,2,Derechos fundamentales,3,Derechos fundamentales,47,1,"1. Las trabajadoras y los trabajadores, tanto del sector público como delprivado, tienen derecho a la libertad sindical. Este comprende el derecho a lasindicalización, a la negociación colectiva y a la huelga."
047-2,2,Derechos fundamentales,3,Derechos fundamentales,47,2,"2. Las organizaciones sindicales son titulares exclusivas del derecho a lanegociación colectiva, en tanto únicas representantes de trabajadoras ytrabajadores ante el o los empleadores."
047-3,2,Derechos fundamentales,3,Derechos fundamentales,47,3,"3. El derecho de sindicalización comprende la facultad de constituir lasorganizaciones sindicales que estimen conveniente, en cualquier nivel, decarácter nacional e internacional, de afiliarse y desafiliarse de ellas, de darsesu propia normativa, de trazar sus propios fines y de realizar su actividad sinintervención de terceros."
047-4,2,Derechos fundamentales,3,Derechos fundamentales,47,4,4. Las organizaciones sindicales gozan de personalidad jurídica por el solohecho de registrar sus estatutos en la forma que señale la ley.
047-5,2,Derechos fundamentales,3,Derechos fundamentales,47,5,"5. Se asegura el derecho a la negociación colectiva. Corresponde a lastrabajadoras y los trabajadores elegir el nivel en que se desarrollará dichanegociación, incluyendo la negociación ramal, sectorial y territorial. Lasúnicas limitaciones a las materias susceptibles de negociación seránaquellas concernientes a los mínimos irrenunciables fijados por la ley a favorde trabajadoras y trabajadores."
